elementName	stage1-3	stage13-16	stage4-6	stage9-10	stage11-12	stage7-8	allTerms
VT65291.2		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT65293.1		FBbt:0000611,NA	"FBbt:00005428,dorsal ectoderm anlage; FBbt:00005415,central brain anlage in statu nascendi; FBbt:00015252,antennal anlage in statu nascendi; FBbt:00005425,visual anlage in statu nascendi; FBbt:00015249,dorsal head epidermis anlage in statu nascendi"	FBbt:00015256,central brain anlage	FBbt:00005542,central brain primordium	"FBbt:00015256,central brain anlage; FBbt:00005428,dorsal ectoderm anlage; FBbt:00005434,visual anlage; FBbt:00015253,antennal anlage; FBbt:00015248,dorsal head epidermis anlage"	"FBbt:00015256,central brain anlage; FBbt:00015252,antennal anlage in statu nascendi; FBbt:00015253,antennal anlage; FBbt:00015249,dorsal head epidermis anlage in statu nascendi; FBbt:00015248,dorsal head epidermis anlage; FBbt:00005425,visual anlage in statu nascendi; FBbt:00005428,dorsal ectoderm anlage; FBbt:00005415,central brain anlage in statu nascendi; FBbt:00005434,visual anlage; FBbt:00005542,central brain primordium"
VT0003.1		"FBbt:00005384,hindgut; FBbt:00005630,embryonic hindgut"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005384,hindgut; FBbt:00005630,embryonic hindgut"
VT0342.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT0345.1		"FBbt:00005747,embryonic ventral epidermis; FBbt:00005741,embryonic head epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005747,embryonic ventral epidermis; FBbt:00005741,embryonic head epidermis"
VT0349.1		"FBbt:00001102,ventral nerve cord; FBbt:00005628,embryonic midgut chamber; FBbt:00005662,embryonic central brain; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005628,embryonic midgut chamber; FBbt:00005662,embryonic central brain; FBbt:00005070,visceral muscle"
VT0360.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00005662,embryonic central brain; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00001102,ventral nerve cord"
VT0440.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005542,central brain primordium	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005542,central brain primordium"
VT0445.1		"FBbt:00000095,amnioserosa; FBbt:00005828,embryonic head sensory system; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005070,visceral muscle; FBbt:00005828,embryonic head sensory system; FBbt:00000095,amnioserosa"
VT0450.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT0451.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT0455.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT0465.1		"FBbt:00005381,esophagus; FBbt:00005380,pharynx"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005381,esophagus; FBbt:00005380,pharynx"
VT0468.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT0607.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005662,embryonic central brain"
VT0608.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT0609.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT0610.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT0613.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT0618.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT0619.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT0622.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005662,embryonic central brain; FBbt:00001102,ventral nerve cord; FBbt:00005098,peripheral nervous system; FBbt:00105220,lateral head epidermis; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005542,central brain primordium	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005662,embryonic central brain; FBbt:00001102,ventral nerve cord; FBbt:00005098,peripheral nervous system; FBbt:00105220,lateral head epidermis; FBbt:00005542,central brain primordium; FBbt:00000155,embryonic head"
VT0625.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT0768.1		FBbt:0000611,NA	FBbt:00005428,dorsal ectoderm anlage	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005428,dorsal ectoderm anlage
VT0769.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT0770.1		FBbt:00000155,embryonic head	FBbt:00005428,dorsal ectoderm anlage	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005428,dorsal ectoderm anlage	"FBbt:00005428,dorsal ectoderm anlage; FBbt:00000155,embryonic head"
VT0771.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005741,embryonic head epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005741,embryonic head epidermis"
VT0772.1		FBbt:00000093,ventral midline	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00000093,ventral midline; FBbt:00005554,ventral nerve cord primordium"
VT0773.1		"FBbt:00001102,ventral nerve cord; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00000155,embryonic head"
VT0774.1		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000155,embryonic head	FBbt:0000611,NA	FBbt:00000155,embryonic head
VT0847.1		FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005533,ventral epidermis primordium; FBbt:00004202,hindgut anlage"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005533,ventral epidermis primordium; FBbt:00004202,hindgut anlage"
VT0850.1		FBbt:0000611,NA	"FBbt:00005415,central brain anlage in statu nascendi; FBbt:00015252,antennal anlage in statu nascendi; FBbt:00005425,visual anlage in statu nascendi; FBbt:00015249,dorsal head epidermis anlage in statu nascendi"	FBbt:00000155,embryonic head	"FBbt:00016002,hypopharynx proper primordium; FBbt:00005613,embryonic hypopharynx"	"FBbt:00015256,central brain anlage; FBbt:00005434,visual anlage; FBbt:00015253,antennal anlage; FBbt:00015248,dorsal head epidermis anlage"	"FBbt:00015256,central brain anlage; FBbt:00015252,antennal anlage in statu nascendi; FBbt:00015253,antennal anlage; FBbt:00015249,dorsal head epidermis anlage in statu nascendi; FBbt:00015248,dorsal head epidermis anlage; FBbt:00005415,central brain anlage in statu nascendi; FBbt:00005613,embryonic hypopharynx; FBbt:00016002,hypopharynx proper primordium; FBbt:00005434,visual anlage; FBbt:00005425,visual anlage in statu nascendi; FBbt:00000155,embryonic head"
VT0922.1		FBbt:00005073,somatic muscle	"FBbt:00005428,dorsal ectoderm anlage; FBbt:00005436,trunk mesoderm anlage; FBbt:00005422,amnioserosa anlage in statu nascendi; FBbt:01000122,posterior ectoderm anlage; FBbt:00005548,head mesoderm anlage"	FBbt:00000447,posterior endoderm anlage	FBbt:00005518,somatic muscle primordium	"FBbt:00015256,central brain anlage; FBbt:00005428,dorsal ectoderm anlage; FBbt:00005434,visual anlage; FBbt:00015253,antennal anlage; FBbt:00015248,dorsal head epidermis anlage"	"FBbt:00015256,central brain anlage; FBbt:00015253,antennal anlage; FBbt:00005518,somatic muscle primordium; FBbt:00015248,dorsal head epidermis anlage; FBbt:00000447,posterior endoderm anlage; FBbt:00005428,dorsal ectoderm anlage; FBbt:00005073,somatic muscle; FBbt:00005548,head mesoderm anlage; FBbt:00005436,trunk mesoderm anlage; FBbt:00005422,amnioserosa anlage in statu nascendi; FBbt:00005434,visual anlage; FBbt:01000122,posterior ectoderm anlage"
VT0923.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005662,embryonic central brain"
VT0925.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005662,embryonic central brain; FBbt:00001102,ventral nerve cord"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005662,embryonic central brain; FBbt:00001102,ventral nerve cord"
VT0926.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT0930.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT1211.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005662,embryonic central brain"
VT1219.1		"FBbt:00005381,esophagus; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005381,esophagus; FBbt:00000155,embryonic head"
VT1598.1		"FBbt:00001882,embryonic/larval midgut; FBbt:0000632,embryonic lateral epidermis; FBbt:00015254,ventral head epidermis; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001882,embryonic/larval midgut; FBbt:0000632,embryonic lateral epidermis; FBbt:00015254,ventral head epidermis; FBbt:00000155,embryonic head"
VT1603.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005662,embryonic central brain; FBbt:00001102,ventral nerve cord"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005554,ventral nerve cord primordium; FBbt:00005662,embryonic central brain; FBbt:00001102,ventral nerve cord"
VT1610.1		FBbt:00005744,embryonic dorsal epidermis	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00005744,embryonic dorsal epidermis; FBbt:00005554,ventral nerve cord primordium"
VT1887.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:00015256,central brain anlage	FBbt:00005542,central brain primordium	FBbt:0000611,NA	"FBbt:00015256,central brain anlage; FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005542,central brain primordium"
VT2015.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT2022.1		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	FBbt:00005428,dorsal ectoderm anlage	"FBbt:00005428,dorsal ectoderm anlage; FBbt:00005554,ventral nerve cord primordium"
VT2024.1		"FBbt:00005069,muscle system; FBbt:00000155,embryonic head; FBbt:0000632,embryonic lateral epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005533,ventral epidermis primordium	FBbt:0000611,NA	"FBbt:00005069,muscle system; FBbt:00005533,ventral epidermis primordium; FBbt:00000155,embryonic head; FBbt:0000632,embryonic lateral epidermis"
VT2028.1		FBbt:00015246,dorsal head epidermis	"FBbt:00005415,central brain anlage in statu nascendi; FBbt:00015252,antennal anlage in statu nascendi; FBbt:00005425,visual anlage in statu nascendi; FBbt:00015249,dorsal head epidermis anlage in statu nascendi"	FBbt:0000611,NA	FBbt:00015247,dorsal head epidermis primordium	"FBbt:00015256,central brain anlage; FBbt:00005434,visual anlage; FBbt:00015253,antennal anlage; FBbt:00015248,dorsal head epidermis anlage"	"FBbt:00015256,central brain anlage; FBbt:00015247,dorsal head epidermis primordium; FBbt:00015246,dorsal head epidermis; FBbt:00015252,antennal anlage in statu nascendi; FBbt:00015253,antennal anlage; FBbt:00015249,dorsal head epidermis anlage in statu nascendi; FBbt:00015248,dorsal head epidermis anlage; FBbt:00005415,central brain anlage in statu nascendi; FBbt:00005434,visual anlage; FBbt:00005425,visual anlage in statu nascendi"
VT2029.1		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00004204,ventral ectoderm anlage	FBbt:00005533,ventral epidermis primordium	FBbt:0000611,NA	"FBbt:00004204,ventral ectoderm anlage; FBbt:00005533,ventral epidermis primordium"
VT2032.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT2034.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005741,embryonic head epidermis; FBbt:01005747,embryonic ventral trunk epidermis"	FBbt:0000610,early embryonic segmentation	"FBbt:00015256,central brain anlage; FBbt:00005554,ventral nerve cord primordium; FBbt:00005439,clypeo-labral anlage"	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:00004204,ventral ectoderm anlage	"FBbt:00015256,central brain anlage; FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:01005747,embryonic ventral trunk epidermis; FBbt:00005554,ventral nerve cord primordium; FBbt:00004204,ventral ectoderm anlage; FBbt:00005439,clypeo-labral anlage; FBbt:0000610,early embryonic segmentation; FBbt:00005741,embryonic head epidermis; FBbt:00005542,central brain primordium"
VT2037.1		"FBbt:00005630,embryonic hindgut; FBbt:00005785,anal pad"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005630,embryonic hindgut; FBbt:00005785,anal pad"
VT2039.1		"FBbt:00001882,embryonic/larval midgut; FBbt:00001102,ventral nerve cord; FBbt:00005783,midgut interstitial cell; FBbt:00005662,embryonic central brain; FBbt:00005628,embryonic midgut chamber"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001882,embryonic/larval midgut; FBbt:00001102,ventral nerve cord; FBbt:00005783,midgut interstitial cell; FBbt:00005662,embryonic central brain; FBbt:00005628,embryonic midgut chamber"
VT2047.1		FBbt:00000197,posterior spiracle primordium	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000197,posterior spiracle primordium	FBbt:0000611,NA	FBbt:00000197,posterior spiracle primordium
VT2050.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	"FBbt:00015256,central brain anlage; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00015256,central brain anlage; FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT2052.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT2053.1		FBbt:00000155,embryonic head	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000155,embryonic head
VT2055.1		FBbt:00000095,amnioserosa	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000095,amnioserosa
VT2062.1		FBbt:00005744,embryonic dorsal epidermis	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005744,embryonic dorsal epidermis
VT2225.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:00004202,hindgut anlage	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00004202,hindgut anlage; FBbt:00005662,embryonic central brain"
VT2408.1		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"
VT2413.1		"FBbt:00005741,embryonic head epidermis; FBbt:01005747,embryonic ventral trunk epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00004204,ventral ectoderm anlage	"FBbt:00004204,ventral ectoderm anlage; FBbt:00005741,embryonic head epidermis; FBbt:01005747,embryonic ventral trunk epidermis"
VT2460.1		FBbt:00105220,lateral head epidermis	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00014203,lateral head epidermis primordium	FBbt:0000611,NA	"FBbt:00105220,lateral head epidermis; FBbt:00014203,lateral head epidermis primordium"
VT2692.1		"FBbt:00005741,embryonic head epidermis; FBbt:01005747,embryonic ventral trunk epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005741,embryonic head epidermis; FBbt:01005747,embryonic ventral trunk epidermis"
VT2834.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
