elementName	stage1-3	stage13-16	stage4-6	stage9-10	stage11-12	stage7-8	allTerms
dome_dome-MESO							
Gr22f_promoter							"FBbt:00004531,labellum; FBbt:00007409,leg taste bristle; FBbt:00005178,taste bristle"
otu_otu:lacZ							"FBbt:00004865,ovary; FBbt:00004894,egg chamber; FBbt:00004893,ovariole"
edl_MaeEBS1							
dac_5EE							"FBbt:00001778,wing disc; FBbt:00001768,eye disc"
Optix_Optix2-3							FBbt:00001768,eye disc
CG8193_proPO45crystal_cell							"FBbt:00001722,ring gland; FBbt:00001690,crystal cell"
cas_csc-7b							"FBbt:00001102,ventral nerve cord; FBbt:00001332,embryonic neuroblast; FBbt:00001060,embryonic brain"
bib_5924		FBbt:00005073,somatic muscle		FBbt:00000126,mesoderm	"FBbt:00005073,somatic muscle; FBbt:00005541,cardiogenic mesoderm"	FBbt:00000126,mesoderm	"FBbt:00007319,cardial cell; FBbt:00000129,somatic mesoderm; FBbt:00000126,mesoderm"
socs36E_SM-VM							"FBbt:00000130,visceral mesoderm; FBbt:00000129,somatic mesoderm; FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"
vvl_vvlds1.5							FBbt:00005630,embryonic hindgut
CG7722_CRM28							"FBbt:00004580,mesothoracic tergum; FBbt:00005164,external sensory organ precursor cell"
CG9363_CG9363CRM1							"FBbt:00004580,mesothoracic tergum; FBbt:00001137,sensory mother cell"
Syx7_8977				FBbt:00000126,mesoderm	FBbt:0000611,NA		FBbt:00000126,mesoderm
toy_EEP							FBbt:00001652,eye-antennal disc primordium
toy_R9A02							"FBbt:00001102,ventral nerve cord; FBbt:00001060,embryonic brain"
ac_0.8							"FBbt:00001778,wing disc; FBbt:00001137,sensory mother cell; FBbt:00001135,proneural cluster; FBbt:00005893,embryonic/larval peripheral nervous system"
ct_cutF							"FBbt:00001102,ventral nerve cord; FBbt:00001056,presumptive embryonic/larval central nervous system; FBbt:00001930,embryonic/larval optic lobe"
argos_aos292							"FBbt:00004193,cone cell; FBbt:00001767,antennal disc; FBbt:00001780,ventral thoracic disc; FBbt:00001768,eye disc; FBbt:00004232,secondary pigment cell; FBbt:00004233,tertiary pigment cell; FBbt:00004133,interommatidial bristle"
bi_pomb23							FBbt:00001780,ventral thoracic disc
bi_pomb29							FBbt:00001780,ventral thoracic disc
Mef2_III-F							FBbt:00005649,embryonic somatic muscle
gt_-1_construct			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
drl_drlZ							"FBbt:00001082,embryonic ventral nervous system; FBbt:00001592,VUM neuron; FBbt:00005647,presumptive embryonic/larval muscle system; FBbt:00000626,A1-7 lateral transverse muscle"
Eip71CD_657_NR							"FBbt:00001684,embryonic/larval hemocyte; FBbt:00001102,ventral nerve cord; FBbt:00005752,proventriculus; FBbt:00001871,embryonic/larval proventriculus; FBbt:00005398,embryonic/larval epidermis; FBbt:00001722,ring gland; FBbt:00000407,embryonic/larval anterior spiracle; FBbt:00005063,hemocyte; FBbt:00004013,subesophageal ganglion"
Unspecified_HC_35							FBbt:00005304,blastoderm embryo
CG9509_upstream_region							FBbt:00005786,Malpighian tubule
Unspecified_5565		FBbt:00005073,somatic muscle	FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00005073,somatic muscle	FBbt:00000126,mesoderm	"FBbt:00000129,somatic mesoderm; FBbt:00000126,mesoderm; FBbt:00005606,embryonic foregut; FBbt:00000125,endoderm"
Unspecified_HC_06							FBbt:00005304,blastoderm embryo
pdm2_CRM6							"FBbt:00001920,embryonic/larval brain; FBbt:00005146,neuroblast"
Mst57Db_-187/+381							FBbt:00004959,male accessory gland
ovo_Z							"FBbt:00005744,embryonic dorsal epidermis; FBbt:00000177,embryonic abdominal segment 5; FBbt:00002917,abdominal 5 dorsal trichome; FBbt:00004982,dorsal fine hair"
cas_csc-7a							"FBbt:00001102,ventral nerve cord; FBbt:00001332,embryonic neuroblast; FBbt:00001060,embryonic brain"
eIF-4a_p5‰Û_-436eIF4awt-luc/lacZ							"FBbt:00001766,eye-antennal disc; FBbt:00005383,midgut; FBbt:00005382,salivary gland; FBbt:00004878,nurse cell; FBbt:00005095,brain; FBbt:00004928,testis"
vg_minimal_boundary							"FBbt:00001778,wing disc; FBbt:00001779,haltere disc"
hh_hhf4F							FBbt:00001722,ring gland
brk_S							FBbt:00001778,wing disc
ct_ct-14							"FBbt:00005106,neuron; FBbt:00005146,neuroblast"
Doc1_7753				FBbt:00000126,mesoderm	FBbt:0000611,NA		FBbt:00000126,mesoderm
GJ8671				FBbt:0000611,NA	FBbt:0000611,NA		
vvl_484-5prime							FBbt:00004965,ejaculatory duct
HLHmbeta							"FBbt:00001082,embryonic ventral nervous system; FBbt:00001332,embryonic neuroblast; FBbt:00005098,peripheral nervous system"
Tg_cardiac_enhancer							"FBbt:00005257,cardiac outflow muscle; FBbt:00005680,embryonic dorsal vessel; FBbt:00000487,pharyngeal muscle; FBbt:00001666,cardioblast; FBbt:00005684,heart primordium"
SVM-CRM_#4906		FBbt:00005070,visceral muscle	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005070,visceral muscle	FBbt:0000611,NA	
Obp56a_prom							"FBbt:00004143,ventral cibarial sense organ; FBbt:00004832,female gonopod; FBbt:00004729,wing; FBbt:00004511,antenna; FBbt:00005199,Kolbchen; FBbt:00004546,maxillary palpus; FBbt:00004640,leg"
phyl_1126bp_CRM							"FBbt:00006009,eye photoreceptor cell; FBbt:00001780,ventral thoracic disc; FBbt:00005215,chordotonal organ; FBbt:00005168,external sensory organ"
w_H-del-BgRVdel-W							"FBbt:00004508,eye; FBbt:00004928,testis"
GJ5377				FBbt:0000611,NA	FBbt:0000611,NA		
CG30114_1426				FBbt:00000126,mesoderm	FBbt:00005541,cardiogenic mesoderm		"FBbt:00007319,cardial cell; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm; FBbt:00000111,ectoderm"
h_stripe1			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
Su(H)_-403Su(H)							"FBbt:00004878,nurse cell; FBbt:00004904,follicle cell; FBbt:00001761,imaginal disc"
lbl_heart					FBbt:00001665,dorsal vessel primordium		"FBbt:00005684,heart primordium; FBbt:00001665,dorsal vessel primordium"
PH4alphaSG1_SG1-792							"FBbt:00005700,embryonic hemocyte; FBbt:00005620,presumptive embryonic salivary gland"
ara_IroRE-2B							"FBbt:00001778,wing disc; FBbt:00004580,mesothoracic tergum"
sc_GSR/dR/dTG							"FBbt:00001778,wing disc; FBbt:00004352,sensillum campaniformium of dorsal radius; FBbt:00004347,sensillum campaniformium of dorsal radius Sc1; FBbt:00004730,tegula"
CG1751_spase25prom							FBbt:00005620,presumptive embryonic salivary gland
Doc2_ae8							"FBbt:00001778,wing disc; FBbt:00001766,eye-antennal disc; FBbt:00001780,ventral thoracic disc; FBbt:00001761,imaginal disc; FBbt:00001779,haltere disc"
per_minimal_clockREDfly_region							
loco_Rrk-lacZ							"FBbt:00005569,presumptive embryonic/larval tracheal system; FBbt:00001251,embryonic/larval glial cell; FBbt:00005620,presumptive embryonic salivary gland"
lbl		"FBbt:00001673,embryonic/larval dorsal vessel; FBbt:00005541,cardiogenic mesoderm; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00005071,longitudinal visceral muscle fiber; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005541,cardiogenic mesoderm; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00001673,embryonic/larval dorsal vessel; FBbt:00005518,somatic muscle primordium; FBbt:00000112,dorsal ectoderm; FBbt:00001665,dorsal vessel primordium; FBbt:00005558,ventral ectoderm; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00005071,longitudinal visceral muscle fiber; FBbt:00000128,trunk mesoderm"
prd_stripe1							"FBbt:00005304,blastoderm embryo; FBbt:00000111,ectoderm; FBbt:00005427,ectoderm anlage"
ATPsyn-beta_F1ATPase-p1000							"FBbt:00001102,ventral nerve cord; FBbt:00000126,mesoderm; FBbt:00003318,skeletal muscle of leg; FBbt:00005383,midgut; FBbt:00000111,ectoderm"
beat-IIIa_cooc110							"FBbt:00004508,eye; FBbt:00004729,wing; FBbt:00004640,leg"
th_8479				FBbt:00000126,mesoderm	FBbt:00005070,visceral muscle		"FBbt:00000129,somatic mesoderm; FBbt:00000126,mesoderm; FBbt:00000111,ectoderm"
Obp57e_Dmel-GFP							"FBbt:00004651,tarsal segment 4; FBbt:00005157,chemosensory sensory organ; FBbt:00007595,tarsal segment 5"
Obp57d_Dmel-obp57d							"FBbt:00004363,mesothoracic leg taste bristle; FBbt:00004253,prothoracic leg taste bristle"
cas_csc-8							"FBbt:00001433,embryonic ganglion mother cell; FBbt:00001102,ventral nerve cord; FBbt:00001060,embryonic brain; FBbt:00001919,embryonic/larval central nervous system"
edl_MaeEBS2							
Def_prom							FBbt:00001882,embryonic/larval midgut
CG31760_R9D06							"FBbt:00001060,embryonic brain; FBbt:00001919,embryonic/larval central nervous system"
Act88F_RFP_1.3							FBbt:00003361,indirect flight muscle
Unspecified_143			FBbt:0000611,NA	FBbt:0000611,NA		FBbt:0000611,NA	FBbt:00000111,ectoderm
GJ219				FBbt:0000611,NA	FBbt:0000611,NA		
Unspecified_5749			FBbt:0000611,NA			FBbt:0000611,NA	FBbt:00000111,ectoderm
Poxm_upstreamCRM							"FBbt:00001134,presumptive embryonic/larval peripheral nervous system; FBbt:00001056,presumptive embryonic/larval central nervous system; FBbt:00000111,ectoderm"
Obp56e_prom							"FBbt:00004531,labellum; FBbt:00004511,antenna"
CHES-1-like_upstreamCRM							FBbt:00005812,myotube
cnc_+5_construct			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
Sec61beta_Sec61beta_prom							FBbt:00005620,presumptive embryonic salivary gland
CG32111_8084				FBbt:00000126,mesoderm	FBbt:00005541,cardiogenic mesoderm		"FBbt:00007319,cardial cell; FBbt:00000126,mesoderm; FBbt:00000112,dorsal ectoderm"
mus209_-97DPCNACAT							
Gap1_NRE							"FBbt:00001722,ring gland; FBbt:00001690,crystal cell"
Trl_-204/+737							
Sxl_early_embryonic_promoter							FBbt:00005304,blastoderm embryo
bab1_intron_9							FBbt:00000462,embryonic/larval muscle system
ATP7_5DAG4							"FBbt:00004858,gonad; FBbt:00001878,embryonic/larval salivary gland; FBbt:00005893,embryonic/larval peripheral nervous system; FBbt:00001891,embryonic/larval hindgut; FBbt:00001887,embryonic/larval cuprophilic cell; FBbt:00001843,embryonic/larval mouth; FBbt:00005781,gastric caecum; FBbt:00001882,embryonic/larval midgut; FBbt:00004511,antenna; FBbt:00004531,labellum; FBbt:00004546,maxillary palpus; FBbt:00001896,embryonic/larval Malpighian tubule; FBbt:00001919,embryonic/larval central nervous system; FBbt:00004928,testis"
E2f		"FBbt:00005551,sensory nervous system primordium; FBbt:00001102,ventral nerve cord; FBbt:00001369,neuroblast of ventral nerve cord primordium; FBbt:00001060,embryonic brain; FBbt:00000093,ventral midline"	FBbt:0000611,NA	"FBbt:00005558,ventral ectoderm; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	"FBbt:00017020,oenocyte primordium; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005528,midline primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00015247,dorsal head epidermis primordium; FBbt:00015255,ventral head epidermis primordium; FBbt:00005510,antennal primordium; FBbt:00005528,midline primordium; FBbt:00005554,ventral nerve cord primordium; FBbt:00001059,visual primordium; FBbt:00014203,lateral head epidermis primordium; FBbt:00005558,ventral ectoderm; FBbt:00001369,neuroblast of ventral nerve cord primordium; FBbt:00000093,ventral midline; FBbt:00005551,sensory nervous system primordium; FBbt:00017020,oenocyte primordium; FBbt:00001060,embryonic brain; FBbt:00005542,central brain primordium"
tin_tin75							FBbt:00000126,mesoderm
Unspecified_HC_17							FBbt:00005304,blastoderm embryo
Mst36Fb_LacZ2							"FBbt:00005286,primary spermatocyte; FBbt:00004928,testis"
nmo_754bp_CRM							"FBbt:00001778,wing disc; FBbt:00004324,chordotonal organ of wing; FBbt:00006009,eye photoreceptor cell; FBbt:00001780,ventral thoracic disc; FBbt:00005215,chordotonal organ"
Su(H)_+10/+16							FBbt:00001761,imaginal disc
Unspecified_3407			FBbt:00000126,mesoderm	FBbt:00000126,mesoderm		FBbt:00000126,mesoderm	"FBbt:00000126,mesoderm; FBbt:00001061,ventral neurectoderm; FBbt:00005071,longitudinal visceral muscle fiber"
ng1_HZ50-ng-EcRE							"FBbt:00001878,embryonic/larval salivary gland; FBbt:00001919,embryonic/larval central nervous system; FBbt:00007021,embryonic/larval oenocyte precursor"
ng1_ng1-pHZdel-alpha2							FBbt:00001878,embryonic/larval salivary gland
vas_construct16							"FBbt:00000092,pole cell; FBbt:00004866,germarium; FBbt:00004894,egg chamber"
Unspecified_HC_23							FBbt:00005304,blastoderm embryo
nkd_8756				FBbt:0000611,NA	FBbt:00005541,cardiogenic mesoderm		"FBbt:00005558,ventral ectoderm; FBbt:00007319,cardial cell"
Ubx_2212H1.3							"FBbt:00001767,antennal disc; FBbt:00001778,wing disc; FBbt:00001780,ventral thoracic disc; FBbt:00001779,haltere disc"
Unspecified_HC_14							FBbt:00005304,blastoderm embryo
vvl_vvl1.8							"FBbt:00005397,embryonic epidermis; FBbt:00005574,tracheal branch primordium"
shf_shf1							"FBbt:00001767,antennal disc; FBbt:00001778,wing disc; FBbt:00001780,ventral thoracic disc; FBbt:00001768,eye disc"
rho_CRM9							"FBbt:00004580,mesothoracic tergum; FBbt:00005164,external sensory organ precursor cell; FBbt:00001135,proneural cluster"
CG12374_CRM41							"FBbt:00004580,mesothoracic tergum; FBbt:00001920,embryonic/larval brain; FBbt:00005216,chordotonal organ precursor cell; FBbt:00001780,ventral thoracic disc; FBbt:00005164,external sensory organ precursor cell; FBbt:00005146,neuroblast"
ana_spot							FBbt:00001778,wing disc
gsb-n_gsbnE							FBbt:00001082,embryonic ventral nervous system
ey_UE0.9							"FBbt:00005508,mushroom body primordium; FBbt:00001067,embryonic deuterocerebrum; FBbt:00001068,embryonic tritocerebrum; FBbt:00011929,larval mushroom body; FBbt:00005549,protocerebrum primordium"
sna_shadow			FBbt:00000126,mesoderm				
AttA_prom							"FBbt:00001882,embryonic/larval midgut; FBbt:00001704,embryonic/larval fat body; FBbt:00001871,embryonic/larval proventriculus"
nub_CE8011			FBbt:00000126,mesoderm	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005304,blastoderm embryo
trbl_CRM8							"FBbt:00004580,mesothoracic tergum; FBbt:00001920,embryonic/larval brain; FBbt:00005216,chordotonal organ precursor cell; FBbt:00001780,ventral thoracic disc; FBbt:00005164,external sensory organ precursor cell; FBbt:00005146,neuroblast"
socs36E_Ecto							FBbt:00000111,ectoderm
Unspecified_2045			FBbt:0000611,NA	FBbt:00000126,mesoderm		FBbt:00000126,mesoderm	"FBbt:00001102,ventral nerve cord; FBbt:00000126,mesoderm; FBbt:00001060,embryonic brain; FBbt:00001061,ventral neurectoderm; FBbt:00005098,peripheral nervous system"
vvl_vvlds1.0							"FBbt:00005397,embryonic epidermis; FBbt:00000112,dorsal ectoderm"
run_neural_15GG							FBbt:00001082,embryonic ventral nervous system
run_stripe_5			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
1.28_DRE							FBbt:00000164,embryonic maxillary segment
Unspecified_BN119-sm							FBbt:00000126,mesoderm
InR_P3_1322bp							
dm_Myc1-NRE							"FBbt:00004904,follicle cell; FBbt:00001722,ring gland"
bi_pomb19							FBbt:00001768,eye disc
dad_DadInt52							"FBbt:00001778,wing disc; FBbt:00001779,haltere disc; FBbt:00000125,endoderm"
dmrt11E_10563				FBbt:00000126,mesoderm	FBbt:0000611,NA		FBbt:00000126,mesoderm
ninaE_proximal_promoter_region							"FBbt:00004219,photoreceptor cell R4; FBbt:00004211,photoreceptor cell; FBbt:00004213,photoreceptor cell R1; FBbt:00004215,photoreceptor cell R2; FBbt:00004217,photoreceptor cell R3; FBbt:00004221,photoreceptor cell R5; FBbt:00004223,photoreceptor cell R6; FBbt:00001768,eye disc"
stumps_hbr_early			FBbt:00000126,mesoderm				"FBbt:00000126,mesoderm; FBbt:00000104,mesoderm anlage; FBbt:00005036,tracheal pit"
Eip74EF_-17/+53							
fkh_HZPSp							"FBbt:00000444,anterior midgut primordium; FBbt:10005329,posterior midgut primordium"
fkh_HZSpBg							FBbt:00001082,embryonic ventral nervous system
Unspecified_HC_19							FBbt:00005304,blastoderm embryo
D_D51							FBbt:00016016,midline neuron
Antp_4							"FBbt:00005304,blastoderm embryo; FBbt:00000126,mesoderm; FBbt:00000111,ectoderm"
slou_E512							
Unspecified_3775							"FBbt:00005379,foregut; FBbt:00000487,pharyngeal muscle; FBbt:00000130,visceral mesoderm; FBbt:00000126,mesoderm; FBbt:00000129,somatic mesoderm; FBbt:00005624,embryonic/larval midgut primordium"
en_mimimal_promoter							
CG7229_CRM15							"FBbt:00001920,embryonic/larval brain; FBbt:00005146,neuroblast"
Orc2_p5-764dORC2Luc							
grh_NBgrh-lacZ							FBbt:00001332,embryonic neuroblast
hb_HG4-5							FBbt:00001446,embryonic/larval neuron
hb_HG4-6							FBbt:00001446,embryonic/larval neuron
hb_HG4-7							"FBbt:00001332,embryonic neuroblast; FBbt:00005149,ganglion mother cell"
Mst84Da_-152/+53							FBbt:00004928,testis
snRNA:U6:96Ab_promoter							
elav_construct_L							"FBbt:00001055,presumptive embryonic/larval nervous system; FBbt:00001056,presumptive embryonic/larval central nervous system; FBbt:00005662,embryonic central brain; FBbt:00005106,neuron; FBbt:00001082,embryonic ventral nervous system; FBbt:00001446,embryonic/larval neuron; FBbt:00001060,embryonic brain"
alphaTub84B_alpha1-tubulin_TE1							
alphaTub84B_alpha1-tubulin_TE2							
Unspecified_HC_13							FBbt:00005304,blastoderm embryo
eve_stripe4_6			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
tud_promoter							
beat-IIIc_6490				FBbt:00000126,mesoderm	FBbt:00005070,visceral muscle		"FBbt:00000130,visceral mesoderm; FBbt:00000126,mesoderm"
CG32982		FBbt:0000611,NA	FBbt:00005428,dorsal ectoderm anlage	"FBbt:00005558,ventral ectoderm; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	FBbt:00015256,central brain anlage	"FBbt:00015256,central brain anlage; FBbt:00005558,ventral ectoderm; FBbt:00015247,dorsal head epidermis primordium; FBbt:00015255,ventral head epidermis primordium; FBbt:00005510,antennal primordium; FBbt:00015253,antennal anlage; FBbt:00001059,visual primordium; FBbt:00015248,dorsal head epidermis anlage; FBbt:00005542,central brain primordium; FBbt:00005428,dorsal ectoderm anlage; FBbt:00005429,furrow canal; FBbt:00005434,visual anlage; FBbt:00014203,lateral head epidermis primordium"
ss_E2.0_531							"FBbt:00001767,antennal disc; FBbt:00001778,wing disc; FBbt:00001780,ventral thoracic disc"
ss_E1.2							FBbt:00005179,macrochaeta
ss_E1.9							FBbt:00000160,embryonic antennal segment
GJ8300				FBbt:0000611,NA	FBbt:0000611,NA		
W_5primeF							"FBbt:00001778,wing disc; FBbt:00004510,ommatidium; FBbt:00001768,eye disc; FBbt:00004133,interommatidial bristle; FBbt:00004200,retina"
CG42342_3436				FBbt:0000611,NA	FBbt:00005541,cardiogenic mesoderm		"FBbt:00007319,cardial cell; FBbt:00000111,ectoderm"
Unspecified_HC_12							FBbt:00005304,blastoderm embryo
bowl_O-E							FBbt:00005304,blastoderm embryo
Unspecified_6051		FBbt:00005073,somatic muscle	FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00005073,somatic muscle	FBbt:00000126,mesoderm	"FBbt:00000129,somatic mesoderm; FBbt:00000126,mesoderm"
Gtp-bp_srpRalpha_prom							FBbt:00005620,presumptive embryonic salivary gland
CG13333_link_5							"FBbt:00001056,presumptive embryonic/larval central nervous system; FBbt:00005528,midline primordium; FBbt:00005569,presumptive embryonic/larval tracheal system; FBbt:00005558,ventral ectoderm; FBbt:00001315,midline glial cell; FBbt:00005304,blastoderm embryo; FBbt:00001060,embryonic brain"
Sry-delta_SDL1							"FBbt:00001878,embryonic/larval salivary gland; FBbt:00001761,imaginal disc; FBbt:00004878,nurse cell; FBbt:00004959,male accessory gland; FBbt:00004965,ejaculatory duct; FBbt:00004904,follicle cell; FBbt:00004826,genitalia; FBbt:00004928,testis"
siz_loner/CG32434-PE							"FBbt:00001778,wing disc; FBbt:00005098,peripheral nervous system"
rgr_rgrNRE							FBbt:00001722,ring gland
tll_K10		FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005304,blastoderm embryo
Dfd_EAE-A		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000164,embryonic maxillary segment
Dfd_EAE-M		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000164,embryonic maxillary segment
Dfd_EAE-C			FBbt:0000611,NA			FBbt:0000611,NA	"FBbt:00000164,embryonic maxillary segment; FBbt:00000165,embryonic labial segment; FBbt:00000163,embryonic mandibular segment"
Dfd_EAE-E			FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000164,embryonic maxillary segment
Unspecified_HC_57							FBbt:00005304,blastoderm embryo
Unspecified_2343		"FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00000487,pharyngeal muscle; FBbt:00000130,visceral mesoderm; FBbt:00005606,embryonic foregut; FBbt:00000125,endoderm; FBbt:00000129,somatic mesoderm; FBbt:00005624,embryonic/larval midgut primordium"
wge		FBbt:0000611,NA			FBbt:0000611,NA		
h_HHRE							FBbt:00001780,ventral thoracic disc
pros_eye							"FBbt:00004193,cone cell; FBbt:00004211,photoreceptor cell; FBbt:00004225,photoreceptor cell R7; FBbt:00001768,eye disc"
PH4alpha					FBbt:00000127,head mesoderm		FBbt:00000127,head mesoderm
kni_KD			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
h_stripe_6+2_NR			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
CG1967_p24-1prom							FBbt:00005620,presumptive embryonic salivary gland
e_intron							"FBbt:00001846,mouth hooks; FBbt:00004476,tergite; FBbt:00000406,embryonic/larval spiracle; FBbt:00001920,embryonic/larval brain"
opa_opa4							"FBbt:00001767,antennal disc; FBbt:00004515,third segment of antenna; FBbt:00004514,second segment of antenna; FBbt:00001762,peripodial epithelium; FBbt:00004546,maxillary palpus"
oc_RVH			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
oc_SBg							FBbt:00005304,blastoderm embryo
tll_O-E		FBbt:0000611,NA		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005304,blastoderm embryo
Unspecified_HC_08							FBbt:00005304,blastoderm embryo
Sps2_pGL3B							
numb_5870				FBbt:00000126,mesoderm	"FBbt:00005073,somatic muscle; FBbt:00005541,cardiogenic mesoderm"		"FBbt:00007319,cardial cell; FBbt:00000129,somatic mesoderm; FBbt:00000126,mesoderm"
Unspecified_BN106-sm							FBbt:00000126,mesoderm
CG7458_upstreamCRM							FBbt:00001134,presumptive embryonic/larval peripheral nervous system
rdo_rdo_PFE_PE							"FBbt:00001778,wing disc; FBbt:00005098,peripheral nervous system"
edl_PE							"FBbt:00001778,wing disc; FBbt:00005098,peripheral nervous system"
TnI_URE2.0		"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000489,dorsal pharyngeal muscle; FBbt:00000462,embryonic/larval muscle system; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"			"FBbt:00005518,somatic muscle primordium; FBbt:00005519,visceral muscle primordium"		"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000489,dorsal pharyngeal muscle; FBbt:00000462,embryonic/larval muscle system; FBbt:00005518,somatic muscle primordium; FBbt:00005519,visceral muscle primordium; FBbt:00001035,embryonic/larval visceral muscle"
ci_1.2prx							"FBbt:00000093,ventral midline; FBbt:00005397,embryonic epidermis"
ci_1.3dis							"FBbt:00005397,embryonic epidermis; FBbt:00001761,imaginal disc"
klu_klu363							"FBbt:00004232,secondary pigment cell; FBbt:00004233,tertiary pigment cell; FBbt:00004133,interommatidial bristle; FBbt:00004193,cone cell; FBbt:00001768,eye disc"
en_upstream_enhancer							
gol_SVM							"FBbt:00000130,visceral mesoderm; FBbt:00000129,somatic mesoderm"
CG42640_proPO59crystal_cell							"FBbt:00001722,ring gland; FBbt:00001690,crystal cell"
nrv1_5_flank							"FBbt:00003361,indirect flight muscle; FBbt:00005055,digestive system; FBbt:00005647,presumptive embryonic/larval muscle system; FBbt:00000438,presumptive embryonic/larval digestive system; FBbt:00003261,proboscis muscle"
vg_quadrant							FBbt:00001778,wing disc
milt_5633				FBbt:00000126,mesoderm	FBbt:0000611,NA		FBbt:00000126,mesoderm
Unspecified_1070		FBbt:00005073,somatic muscle	FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00005073,somatic muscle	FBbt:00000126,mesoderm	"FBbt:00000126,mesoderm; FBbt:00005649,embryonic somatic muscle; FBbt:00005606,embryonic foregut; FBbt:00000125,endoderm"
gl_multimer_4a							FBbt:00007143,eye disc posterior to the morphogenetic furrow
CG32150_PE			FBbt:0000611,NA			FBbt:0000611,NA	"FBbt:00001778,wing disc; FBbt:00005098,peripheral nervous system"
Pdp1_1st_intron_enhancer							"FBbt:10005329,posterior midgut primordium; FBbt:00001882,embryonic/larval midgut; FBbt:00000442,Malpighian tubule primordium; FBbt:00000444,anterior midgut primordium; FBbt:00005520,fat body/gonad primordium; FBbt:00001704,embryonic/larval fat body; FBbt:00005710,embryonic fat body; FBbt:00000129,somatic mesoderm; FBbt:00005624,embryonic/larval midgut primordium"
Unspecified_6225			FBbt:0000611,NA			FBbt:0000611,NA	FBbt:00000111,ectoderm
y_YII							
y_wing							FBbt:00004729,wing
sc_Dm_DCE							FBbt:00004306,dorsocentral bristle
npc1_RSE							FBbt:00001722,ring gland
h_stripe0			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
lab_0.5							"FBbt:00015911,frontal sac; FBbt:00000090,dorsal ridge; FBbt:00015256,central brain anlage"
lab_1.0							FBbt:00000155,embryonic head
GJ8368				FBbt:0000611,NA	FBbt:0000611,NA		
run_neural_6GB							FBbt:00001082,embryonic ventral nervous system
Unspecified_HC_36							FBbt:00005304,blastoderm embryo
run_1.3G							FBbt:00005304,blastoderm embryo
Hsp26_nurse_cell_enhancer							"FBbt:00004878,nurse cell; FBbt:00004886,oocyte; FBbt:00001878,embryonic/larval salivary gland"
Con_1kb_3prime		FBbt:00005070,visceral muscle					"FBbt:00005653,embryonic visceral muscle; FBbt:00005827,embryonic sensory system; FBbt:00000162,embryonic gnathal segment"
Obp56h_prom							"FBbt:00002690,terminal organ; FBbt:00004140,dorsal cibarial sense organ; FBbt:00004143,ventral cibarial sense organ; FBbt:00004729,wing; FBbt:00002655,dorsal organ; FBbt:00004511,antenna; FBbt:00004531,labellum; FBbt:00005199,Kolbchen"
